pan_id,phone,cibil_score,total_accounts,active_accounts,total_loan_repayments,timely_loan_repayments,active_credit_cards,total_credit_card_repayments,timely_credit_card_repayments
EBITC2510M,6679557244,442,7,3,204,97,1,49,41
QKNLD1806K,7698287653,488,4,0,123,19,1,10,4
RFTKF4422Y,7652751245,564,9,5,228,218,4,32,7
UTZFE2436Z,8759484412,618,14,11,214,96,3,54,48
SXRUV9958V,9528682244,848,6,2,82,80,3,19,8
LUGRV0471N,6856247869,664,7,3,107,104,4,8,8
TRUDJ7225L,6553695713,489,12,8,212,136,2,25,19
WIWTL5964M,9489223258,670,5,1,114,28,2,23,8
VCQCY8873K,7287275484,438,2,0,205,103,5,31,24
OPUKT9619K,7686939322,658,6,2,114,83,3,18,14
ZGGMT8533M,7695453738,620,2,0,154,22,1,46,42
OHJBO6299Q,9658554866,731,7,3,67,55,3,53,40
HXIOA5700Y,9164755148,811,7,3,113,111,2,7,5
VFUMU1792Z,9417391818,516,6,2,35,21,2,7,6
JHRSZ4877J,9587431642,617,7,4,148,20,3,48,21
TSLDQ5573L,7656464535,734,6,3,161,89,2,23,22
ZFWPH6315J,6839344765,796,4,0,196,30,4,21,18
XSPVQ4899F,6299518875,700,3,0,71,27,5,14,12
ANKIK5180V,6148975357,607,9,5,178,128,1,48,46
NDYTW1754S,7444571567,422,11,8,110,65,2,60,45
WWXKV6681Z,8619328283,729,7,3,179,74,5,49,7
HAGNO6822X,6458881556,405,2,0,61,23,2,22,12
NHKYV2327P,9497861353,435,6,2,106,86,2,30,9
AMDST0980R,8748357282,529,7,4,34,21,2,27,21
ZKRCV7058T,6681124757,645,7,3,223,81,4,7,6
PQUPH9358C,7232818231,493,7,3,209,29,3,33,18
HFJPK6837E,9571852489,592,11,7,219,119,4,11,6
VTBOL6994U,7848659739,755,14,11,124,106,1,4,4
GIMEA9896F,8972378539,693,8,5,102,50,1,17,17
LTBYO5191H,9866959872,422,10,7,46,26,3,41,34
TXSTQ8196V,6251752574,729,3,0,94,50,1,37,19
TWNGR4471X,7364846145,681,14,10,63,36,2,43,43
REGYI7092K,6373951255,587,2,0,68,20,2,4,4
YLORY0927S,6285938256,703,2,0,63,40,2,57,22
TDZUE5392A,8518493487,606,9,5,45,40,1,31,7
RNEUN6028Z,9638628264,633,5,1,153,115,1,19,8
CRHNB5562C,7837817574,757,6,2,240,220,1,8,7
HTCAX3734M,7264666841,452,7,4,83,58,4,45,29
FSOGC8618Y,8534275786,442,6,2,160,95,4,53,27
IJIYI7594E,6652974691,603,8,4,85,54,3,40,16
TIRSJ9155J,8675457128,642,2,0,145,82,3,12,12
IDOZX1355V,8963991746,616,7,3,115,46,2,48,28
TMPHQ0978M,6558423656,430,7,4,74,73,5,53,7
HISKJ1289J,6527623568,551,9,5,51,44,5,38,30
VVIFC6231W,6662653774,806,10,6,165,93,2,17,14
BGXFJ2946C,8233664484,743,6,2,222,200,2,55,41
IHUOL9498U,6322662988,455,7,3,161,147,4,27,15
RVLEF4582W,7897533546,713,8,5,106,83,3,22,4
XXBZT3260D,8239437435,818,5,1,206,36,2,10,5
RVGJD9338S,7657855733,588,9,5,91,91,5,60,17
UYWQK0302X,7928668874,624,6,2,45,45,1,35,10
FUTSQ2248F,7577356677,781,10,7,23,23,4,59,44
OLNHI6278C,8258351282,836,5,1,25,21,4,30,12
MEMNM8403I,8859118881,567,12,8,145,34,1,13,10
RXBXP3616P,9452977267,748,8,4,93,65,3,50,28
HCLKG6779T,8366725462,610,2,0,226,225,3,11,4
DOOTT8183V,6515497368,551,10,6,44,30,5,50,25
XKCNA2847U,8575656558,439,7,3,20,18,2,36,33
CTGBZ3492E,8258398252,703,13,9,21,20,1,52,31
TRNKR6575H,6656685394,679,13,10,128,111,4,49,13
RDTTT8181N,8282275292,410,4,0,155,80,4,8,5
PVCHX5037N,8783255872,803,3,0,31,24,4,42,6
HOAXA1369H,7644852251,705,13,9,185,116,4,4,4
RBWGD2181W,8722566238,588,7,3,192,75,5,12,5
VZRDR2086J,6754228188,534,3,0,86,36,1,60,60
RAFGL4459P,6867658822,823,7,3,211,175,3,13,13
SWDGO9201Q,6628272789,592,3,0,119,91,1,26,25
HLHDX1346W,8388287161,638,5,1,217,138,3,48,10
EZQRR7343X,7749326162,506,3,0,68,63,1,26,11
UFHBW1553V,7772293636,501,10,7,18,18,4,45,39
FPLBR6227A,8618773627,622,2,0,173,125,3,4,4
CTUCQ6941W,8455696932,477,4,1,215,47,1,51,47
CDEKT3781K,8444272825,722,11,7,42,18,1,47,6
AIKZF4389A,6279223277,692,2,0,226,43,3,31,28
BWZXB0694X,9247355377,743,11,8,125,92,4,51,25
JSZAH1467E,6798225623,533,12,9,58,40,2,14,6
VTHZN9713R,8673746249,647,3,0,142,114,4,15,5
YPXFP1781R,7478258512,461,4,1,220,139,3,6,5
APYVG6538F,8522246437,823,13,9,148,98,5,35,16
AECFP4044C,6271886465,401,8,5,169,147,1,31,21
MHGVR9341J,6464646333,790,5,2,141,133,5,55,42
DNJHJ8485O,7543847434,625,8,5,155,113,3,7,4
MNPVI0240K,7225645334,689,7,4,47,26,5,58,11
BORVE4953E,7782145931,735,8,4,220,30,2,52,14
YRNGY2993N,8236384262,621,5,1,208,191,2,54,4
WMKNU2375A,8245975884,844,13,10,56,22,4,38,35
CTDIG0463N,8635519973,628,6,2,138,33,1,23,10
SIYHZ6098E,6848928238,564,8,4,69,38,3,57,44
NROOK5544F,6285257555,788,14,10,155,78,4,22,6
TCLIQ6888C,8217824472,574,2,0,190,95,2,13,13
AIROU7850L,9663235548,735,8,4,88,58,4,39,15
CMMQH4704F,7531577826,726,13,9,211,154,3,42,29
UWTOV2482M,6531769219,822,6,2,234,206,3,31,16
OHTNS6024V,7437379335,707,9,6,19,18,5,22,4
AENFP3274Y,6496654383,505,8,4,202,93,5,49,49
CYDCQ7737L,7277472453,713,10,7,219,147,1,22,17
AQXDK1094R,9843563576,628,8,5,31,29,4,16,11
DPRJR5856I,7943698124,709,9,5,91,35,2,37,28
RDUOE4537T,9456387791,719,8,4,215,99,5,13,4
APHUL4022Y,6762867545,581,3,0,44,18,5,5,5
BVSIF8193P,6945755745,779,7,3,20,18,1,49,27
PUUQI3135Q,8394683685,669,4,1,153,36,2,25,21
IPLWI0449M,8249366665,841,9,5,49,23,3,43,33
CWMXE9841C,9442395954,509,12,9,127,111,5,19,13
FSBIK7592R,6743577339,736,6,3,129,41,4,60,11
VYUPS1113B,9297752266,820,6,2,159,48,4,43,34
YQMJX7810Y,8562738164,802,8,4,38,36,1,20,14
ZMZPT5251J,7989523839,752,6,2,85,71,1,55,54
WQVDO7604B,7653424383,601,10,6,104,38,4,14,8
DIGVC3469B,8627546194,425,8,4,148,55,4,33,6
CIONO7859Y,9427566239,524,10,6,74,52,3,6,4
ZKGMX7284G,8244767532,712,5,1,89,69,4,32,5
XWOAP2517E,8962582758,798,8,4,32,26,2,17,12
WJTBB6846C,7555361652,786,11,7,65,20,3,50,50
EJTMW6644E,6563882844,761,8,4,49,27,5,58,8
ULLLA1795K,8337268554,560,5,1,95,24,1,24,18
XXFFC6830B,9684671553,607,11,7,189,21,1,22,12
SJHKC3649Q,9697275871,706,11,8,175,99,4,25,9
LMGSC8814O,6434943822,406,13,9,74,60,5,32,13
XFNNF9343R,9619941545,672,4,0,153,98,4,50,44
YXGQC7175N,7986583175,686,13,9,187,142,5,16,9
VWIFK1805F,9923512785,634,7,3,232,177,4,35,10
INIPN7165R,6651737233,640,4,0,99,60,3,15,15
OAXFQ7720B,6648854291,554,14,10,156,96,1,54,39
UOBJO6446P,9577539625,785,3,0,35,25,4,35,8
JXGAC2414I,9875853686,441,11,7,166,29,3,54,5
COILP6065Z,6971246846,414,11,7,72,40,3,50,36
RXDYF6642E,8658654683,420,3,0,138,31,3,32,17
WRVNL0100Z,6896453424,779,9,5,66,31,5,27,26
LZBCH1932C,6583456742,848,12,8,32,28,4,10,5
POKVB3585Z,9762685862,714,2,0,206,54,5,55,35
PPFQT5026I,6765395346,612,4,0,209,36,5,41,20
MSAXZ7899K,8674335322,750,9,6,99,96,2,20,8
WLGLP2353E,7736564613,578,7,3,53,53,2,16,7
ZGIXG6647L,6458222356,563,6,3,240,80,4,50,10
QPYDG2207F,8137539326,650,7,3,180,35,3,38,10
GVNVK9855L,9672697846,532,8,5,192,29,5,48,43
AJCLQ1492J,7656797429,719,8,4,118,38,2,6,4
KRGRC5156M,6899294651,591,4,0,60,25,4,30,28
YNCGI8030M,7835615263,406,12,9,124,41,4,41,28
TBANK3566Z,8288887636,829,2,0,43,32,3,26,15
DDEDX6448E,8574698294,727,11,7,182,72,4,35,22
OADBC0402S,9475756187,476,4,0,47,27,4,9,6
BCDBI2232X,7386726671,648,5,1,79,22,4,18,16
UKKSE5427P,9884754834,618,6,2,230,51,1,17,11
NAYIE9277Y,9558484937,492,2,0,194,166,5,21,21
RLHMO3628U,7242815367,763,14,10,189,177,1,27,7
MEHSV4270Z,8844774484,425,11,7,38,25,1,15,12
AZFIA7715L,8963538435,842,3,0,180,113,1,59,40
UQCOX8160Y,9478349313,480,12,9,167,105,2,27,12
YZFOY5500Z,6541897133,550,8,4,40,38,3,16,12
CQZOT7225A,9538215658,436,11,8,185,168,5,46,44
VNYCE3040S,6375382578,657,11,7,69,51,4,56,15
JQAQT1012K,6421993976,835,10,6,214,127,2,22,12
PGMEI2493L,6216825621,807,11,7,230,32,1,11,10
JSGFE0593H,9137552154,553,9,5,110,73,3,46,40
GFDIZ3324B,6223692697,667,14,10,217,66,3,47,32
PUOOQ9719C,9718846871,752,10,6,92,89,1,43,8
NTYNJ9315M,9252743832,522,14,10,111,101,1,36,19
GTPTE7814L,7444298646,542,6,2,102,72,4,15,11
YOFYI6221C,7432866584,789,5,1,18,18,2,58,54
FYOWR2696A,9529632974,630,3,0,61,41,2,29,17
ACOCL1915I,9572734353,676,8,4,43,22,2,39,4
HMPGS7441W,8322613328,455,3,0,139,96,5,12,10
HSVAK2506D,7388144782,446,7,3,212,103,4,33,26
HFTGR2321C,6629431455,408,9,6,221,76,5,32,7
YCRIB3318X,8435858455,476,5,1,187,148,2,37,16
EOLBX2484G,8813372552,525,6,3,127,82,2,21,20
YJOOV4415U,8357465653,471,4,1,171,146,3,58,56
BMCBI3082F,8241754594,617,9,5,30,29,4,51,12
CWHKQ6171S,8124678653,712,7,4,59,37,4,41,14
YGXNF5486O,7523673924,777,3,0,227,225,5,58,18
UJYRN0921N,6548797872,821,14,11,207,161,3,22,9
LLWYD8309L,8536853267,438,2,0,47,46,3,30,12
WJIHR9873B,8269864497,645,14,11,216,18,1,43,38
UHJYA0107R,7474349795,490,9,5,205,32,5,33,26
QGWHL5926Y,8854439667,758,3,0,136,90,1,15,13
SDQFQ7694E,7374178692,507,13,10,160,133,1,55,26
ECXEF3769N,6529569862,633,3,0,62,41,2,45,33
NWZGZ4727E,9877165943,604,7,3,68,51,2,31,15
VGMYP1041K,7512178686,534,7,4,207,62,1,21,17
MVUWN5459F,9153853885,571,5,1,61,41,1,4,4
PVXMK3738D,9155386364,451,9,5,108,103,2,58,29
WHMIX4181M,7728783887,560,3,0,81,77,1,40,6
VPQDM6362L,9874667192,406,3,0,29,21,2,9,6
ZLEDU8086V,7385557765,715,8,4,169,147,3,4,4
XSNBN8793T,7883453266,512,12,8,43,24,2,54,40
BMNXP7474F,7263285424,738,10,7,200,42,2,34,17
BJELH9323S,9298448442,632,3,0,236,214,1,53,23
BXRBW1835T,9847357798,548,12,8,107,57,2,19,9
RBCYZ1516F,6795523719,825,14,11,19,19,1,6,6
JHSXU3453A,7391289978,727,10,6,122,85,1,44,9
EOFLX7324P,9813668473,556,13,9,165,110,4,49,21
ULFUT4736C,6544549731,578,12,8,39,27,2,35,10
PVMJC2932J,8847832395,450,6,3,208,187,5,7,4
DQDQI3881O,8237735982,637,13,9,94,29,3,24,22
ZDHOL8183K,6282258352,642,11,8,19,18,1,32,28
TATIL5082D,7152637653,610,14,10,21,20,1,48,31
ATINI6637I,6161347156,584,14,11,214,21,2,23,8
IFTDP6605H,8363622574,746,11,7,42,37,1,9,7
JUNHK9203B,6825186583,791,6,2,95,29,2,12,9
VEXZM1295W,6826244159,482,2,0,223,219,3,26,5
SKPYE3104Y,6985565623,634,5,1,211,66,2,56,13
EHTZX3573I,9439574277,542,7,3,29,28,2,43,38
GPLKQ7613E,6324996485,742,13,9,147,132,1,25,22
WJLAN3326L,6423426262,527,14,10,184,71,2,43,37
WHQKU4926S,7577321262,472,2,0,172,168,5,58,37
XLZHQ6947K,7675646186,657,10,6,185,48,5,52,24
PLWRG5030N,6467771815,849,5,2,101,55,2,59,45
USJTG1082L,7341283743,775,9,6,99,21,3,16,15
SDDHK5595S,9763265995,519,8,4,70,66,3,35,4
BPGAG6156J,8846497527,648,4,1,42,29,4,60,5
EFTNR5999C,6328436647,725,12,8,141,47,4,59,16
EROYA8756E,9637742577,581,6,2,170,57,1,39,8
TFPEN6758G,6584744233,829,7,3,155,71,2,25,4
GQPOY9421P,8366637441,549,7,3,156,115,2,24,12
OQZVQ2016I,9325521868,768,14,10,96,57,2,51,31
MLZRH4059G,7442184858,755,6,3,215,138,4,30,8
IVTHH9466F,9381712423,673,2,0,193,156,5,33,20
ZJNDH3307C,9798633497,703,6,2,201,156,5,25,15
TFSAG7337V,8643734274,690,4,0,172,134,2,35,11
MQROD7745C,6822178777,620,5,2,134,110,3,27,23
ENIFO0733Z,6776442186,848,12,9,194,118,5,27,16
HHHSJ3645B,9939564984,439,9,5,64,45,1,14,4
WEPTD4262V,7857538586,702,13,10,148,100,1,19,13
QSLRQ0563E,9765589326,663,5,1,86,23,5,49,39
BQISD8192Z,9453468177,650,12,8,130,111,1,31,13
MAVRZ5290A,9562688341,726,7,3,211,38,1,26,12
KSSFG6858H,9265368883,740,6,3,157,147,5,5,5
YVSXT2597M,8242552348,552,2,0,53,35,4,54,26
KFVHY4369Q,9113371385,581,3,0,178,117,4,36,10
CIKFW2731N,7489444475,807,13,10,167,158,1,28,16
AGOYC5702L,8551353342,420,11,7,190,133,3,24,24
OVFNF5848J,8542477241,649,2,0,135,116,1,15,9
ZCWSF3525G,8653814766,751,14,11,206,79,4,5,4
OIJNK4568I,7328514386,783,13,9,50,40,3,38,8
EMWQV8813B,8997372682,504,14,11,124,30,1,30,5
GXNXY1878G,6355863668,825,9,5,236,143,5,8,8
XBNDH7452T,9581674332,717,12,9,133,66,5,60,17
LEFUK5726N,9831232492,849,7,4,224,26,3,56,46
XDPAA9735B,7141415573,832,11,7,50,49,4,20,19
CADAZ5271K,9768843715,636,11,7,122,80,3,58,52
URUYG9092F,8326222737,811,10,7,209,130,2,40,20
BRRWE3295G,8654284358,848,11,7,172,94,2,39,21
NFTWG7325K,8778784635,657,3,0,199,106,3,29,5
MHOSJ7415R,6811251269,691,7,3,25,18,4,32,17
TFIMY8635V,6575621268,720,8,4,206,105,2,25,19
LRNIL9441T,9998989758,521,3,0,41,20,1,36,6
WDJGX3331L,9661781644,488,5,2,134,131,5,54,49
DCTOG0040J,9368768255,442,11,8,70,57,2,18,16
PELGD8882L,6864783375,710,13,9,85,62,3,28,20
NQLUI9730A,7755438384,446,3,0,46,43,2,28,20
HRWZD8099M,9739723348,426,10,6,115,62,4,60,14
IRZKX9638C,7787744123,525,12,8,162,36,2,54,23
KPZCG0991O,7185832863,710,8,4,201,74,5,43,41
NKVQV6928H,8727434516,403,9,5,120,55,1,22,16
CUAFV8613B,6725864661,612,14,11,112,81,4,49,36
UXGTY6102D,9837681142,553,7,3,222,64,4,24,17
VKSVX1747Z,7356656373,503,2,0,186,147,2,56,8
RALRV5798S,6525834245,672,10,7,238,109,5,17,13
QRIMB4247M,9773345528,494,12,9,115,88,2,39,24
AUCQE3399D,9848728525,418,9,5,226,43,4,14,9
MXUZP4112I,8886534569,677,10,6,170,166,1,53,52
BZYTA0420U,6263458186,696,2,0,190,83,1,49,22
URTCR9607C,8283654323,646,4,0,195,166,3,7,5
ZAUQK4217O,9434958866,694,9,5,113,30,3,45,24
KLOIH5582D,8254284461,617,2,0,170,121,3,37,32
TDWAI2140P,7744727547,466,2,0,82,26,3,48,22
XKKFO4756G,8593665365,591,8,4,235,25,4,17,12
KCQHC3305O,7853542358,847,6,3,129,118,3,41,27
QOFNB4530T,8593834872,789,4,0,58,53,5,50,20
MCBWS0659J,8658555989,508,14,10,51,49,5,46,22
MFAYC4376I,7538546578,437,10,6,84,39,2,18,12
DVJKS4479K,9527627447,406,5,2,33,20,4,31,9
WTXGQ2588W,9384499382,845,2,0,146,74,4,16,7
HWTQW4266Z,6547298339,614,12,9,112,31,1,34,20
USQJT8757U,6886323617,424,12,8,87,73,2,28,11
AJCET2422T,9181822797,533,13,9,229,218,3,4,4
EGMUP9041S,8754453998,717,3,0,118,66,4,35,19
DOSUO5756W,6889614741,691,8,4,211,121,5,13,13
RDRHN1348F,8553497736,645,12,8,137,104,4,33,25
VHRNI4055N,9765874644,489,13,9,42,20,1,41,30
JWPPA1291P,8385764886,736,12,8,52,37,3,30,11
PZPSX5567V,9361483354,785,6,2,33,32,2,43,38
IYPLX0366F,6854282265,825,8,4,146,92,2,29,11
LMZYR3640Q,7476754572,493,3,0,143,136,3,33,27
CSOEA8407B,7337564316,682,13,10,39,22,3,42,4
BGWBG6850O,7919826219,468,5,1,126,93,1,30,25
LHVQP1441C,9573562856,709,12,8,182,132,4,17,4
ANRRH5312Q,8855537834,507,8,5,162,99,3,33,21
ZRYKM8060C,8852483664,826,7,3,165,25,4,14,10
SOSOG2811V,6757822542,623,6,2,239,154,3,60,46
NVHDG1449D,6715714642,411,4,1,197,50,3,40,26
PXEPV5042C,7675676395,658,11,7,110,95,2,33,7
HUPDS1863D,7476754743,642,5,1,230,167,1,8,7
JGEMM9205L,8852699634,738,4,1,152,45,5,30,9
FMSYN7467G,8824865745,664,4,1,194,164,3,45,43
EMAJZ6183W,6994123638,541,5,2,138,69,2,9,6
BLURE2317B,8679246998,688,8,5,113,38,5,60,9
TPACS1329X,7749323422,823,3,0,91,59,3,25,12
JWLTH7384D,9832516574,663,7,3,45,20,3,11,4
SCBFI3833J,8744133798,679,8,5,120,78,5,50,35
EJHHI9929S,9568985328,494,2,0,102,62,3,8,4
PFOGC8626J,7278232386,707,6,2,119,84,4,33,10
XBAHG7781I,8569456237,770,11,7,233,200,1,54,11
XGTDE3340O,9979377533,840,11,8,26,18,1,24,18
SMJIB1442V,6945137558,746,8,4,227,120,2,49,5
XATKF5494P,6753375746,637,4,1,140,52,2,43,20
BJHSB3222E,9421535637,671,10,6,28,26,4,54,9
FJKAL2522J,9273171758,553,7,3,61,28,4,37,30
LMITQ9416U,6728184525,636,6,2,72,50,5,25,13
UKTWN9712S,6483452282,493,6,3,180,159,1,45,31
UYWOB7445D,7112614267,468,13,9,221,101,3,46,37
ZTNGS9588P,6878925224,627,11,7,234,220,3,60,45
GHINE4669C,9775518688,473,4,0,86,71,4,25,6
QDPYR2457O,8554541385,542,10,6,72,60,4,48,15
QIVBO3723D,6249817458,476,12,9,183,134,1,9,8
KSNCG0436H,9428129852,762,5,1,237,202,4,43,13
WFBCW4775L,9329856865,471,4,0,45,22,5,41,27
AKRCW7637I,9821436134,800,2,0,87,29,3,17,4
WSCRD4507N,9957177636,593,6,2,110,33,3,58,46
FYEIU2772M,8182594794,689,7,3,98,59,4,36,28
IDYFL8795K,8428557258,565,2,0,215,188,3,17,6
ZTRGY6883U,9827742323,687,12,9,91,86,5,18,7
HCXLS4448G,8893661642,549,10,6,79,30,4,18,12
VAIOJ7603T,6481396693,788,2,0,101,60,2,20,14
FXKFC9170D,6474632754,847,13,9,206,116,4,52,33
NBOWW9694T,6162218878,817,8,5,127,109,4,20,10
WEOMK7987Y,6351673641,409,2,0,108,75,3,38,31
QKYGC2570I,6287339277,705,13,10,228,153,4,37,15
QFHAA7256W,8765474877,829,11,8,50,33,3,55,46
LKTKO3540Q,7248865328,803,2,0,171,120,1,24,21
QIQKG5046O,7424338788,702,12,8,212,23,5,9,7
RDVMK7973H,8535856666,438,8,5,32,28,4,60,19
OPXWU5122Z,7215581522,609,13,10,22,22,1,18,11
RLPXB0377Z,9736834348,564,7,3,77,32,2,22,5
KDRDJ1305X,6897326351,787,13,9,51,22,3,20,15
CTAJE2655L,8478114161,817,11,7,102,39,5,55,10
BMFMR2380A,8523232479,565,6,2,232,212,1,19,7
WCKZM3349T,9116758248,641,8,4,112,100,4,55,44
KYPPM5180J,6785364428,650,6,2,82,47,4,20,9
DECVJ5291O,8576159291,704,5,2,208,106,1,57,33
IUMJB0591P,7529723653,498,9,5,175,142,1,34,25
AGBBB2607C,7432842391,523,2,0,22,18,4,28,20
JMOZQ0424B,8953518283,515,6,2,39,21,1,15,4
DYURY6983K,6614778886,481,6,2,123,67,2,32,7
SPOTB3322U,8367192882,619,14,11,233,178,4,21,6
RPPEI5881U,8421797933,564,5,2,43,33,1,36,34
XRLKH8865C,9459257299,421,13,9,120,24,2,53,14
TPCTR9871O,6585232388,807,3,0,42,42,5,46,14
ZHKMJ7114V,9744194348,559,3,0,145,99,5,42,18
TTFBN9898K,9225644117,546,10,6,93,59,3,15,8
NPZWI7006T,8359494884,846,3,0,144,128,3,50,18
IIRKV3449E,9483983123,601,5,1,44,21,1,9,8
GTKER3556X,6822478752,707,5,1,161,123,1,13,5
WTZZP1835A,9215944885,671,9,6,211,138,2,19,15
PISSN4187P,6129627782,449,14,10,181,36,5,35,9
VFDKJ0626F,8548151964,446,7,3,34,22,1,8,5
OBWNA0437D,6526458379,697,3,0,182,53,1,46,12
PCNST0706A,8726463937,655,9,5,192,119,2,33,33
BIIBG7702U,6648678377,468,9,5,152,144,3,40,31
WYSWN1314L,7187598282,502,12,8,182,104,3,10,10
AITNH9926C,8238622132,775,11,8,128,20,1,57,23
TYQSP5643D,6468716325,761,7,3,87,47,3,41,17
FXEZA6500F,8721155644,437,2,0,79,47,3,18,12
KTONO7892W,8456414173,661,4,0,50,32,3,53,53
GDPUC3056W,8953176832,766,5,1,158,56,5,39,23
EIHQS7795J,9833714765,400,3,0,174,83,4,41,22
HJAUY6023X,9488577745,843,4,0,151,62,2,14,8
VJGNU0992C,9352337946,762,7,3,107,24,3,13,7
JVWGO4236T,9528587647,715,4,0,60,32,5,14,11
MHDAW1078G,9672475553,495,9,6,135,105,1,59,9
EWPGW0235I,6815358595,699,8,4,162,116,2,33,23
YJHLZ3298X,7396642552,418,11,8,31,22,1,50,4
VMTOT0033T,8328618247,411,5,1,114,46,3,48,5
QPHIG4281S,7642618734,664,3,0,209,152,5,16,8
GPBAQ3715J,9778977896,677,5,2,197,92,1,42,23
RBSHQ9780V,7575157375,627,6,2,86,76,3,12,5
SLRMD5143B,6489384395,559,3,0,125,77,3,10,9
CSMHB3359V,9334622494,552,5,1,108,100,1,52,46
WIQUP4571O,9144199175,800,13,9,233,33,4,20,14
RGTMU6336S,8496891554,617,3,0,129,76,1,44,5
JVIIV2399X,9686646477,519,8,5,112,41,1,24,13
FQMBQ8557C,8242373879,489,10,6,145,95,3,6,6
JCDUM2521W,6255238167,803,2,0,177,122,3,48,16
VYZPC3849D,7863598222,759,7,3,121,37,3,14,14
ZXYPP7183Y,8978363863,428,6,2,186,150,4,47,6
SNJDA2043V,8317117272,847,11,7,77,70,1,47,35
CCBAF1541F,9873349823,831,7,3,68,28,5,54,42
XLIOZ5002W,8766479316,562,13,10,148,142,3,34,25
OUMVL5445P,8168388757,678,9,5,161,49,4,5,5
JCGMS1171H,7637515272,629,4,0,104,70,2,35,25
PAAPJ1466V,7734618864,848,12,8,117,62,5,28,7
PNWOP0136T,7553776487,423,2,0,51,26,5,28,9
IEMKS4371P,6339935465,608,14,10,115,70,4,25,13
CACJS4805S,8444255271,508,3,0,204,78,2,7,5
EGCVM1907J,8336416625,511,5,1,38,28,1,55,46
ILBHV8393X,9834154678,721,14,10,102,67,2,38,9
GVSEW6133M,9265668144,816,6,2,230,51,2,10,9
JEDPA4612G,7344655756,423,13,10,51,24,2,52,24
YHAPP2918V,6889862533,819,10,7,138,81,4,14,13
MULWJ1479O,6746858874,569,14,10,46,42,3,24,4
ADACO6160W,6522185519,544,13,9,175,74,3,41,17
AWJQO3835I,6165412584,613,7,4,20,19,2,20,10
PNCWN6822Y,7891334474,830,6,2,30,28,3,59,53
JWBSJ3104D,8685773188,477,7,3,172,131,3,59,46
CPLUV6339T,6729419685,488,6,3,126,113,5,24,5
ENFNG2467M,7654923854,593,7,4,194,123,2,50,17
EGJJM7859R,7236639513,757,2,0,48,25,1,57,37
ZDGKN8794U,8587865493,625,4,0,107,90,3,41,14
HCKTI2877L,9232214922,845,6,2,47,37,4,20,4
TPCCU4171G,7333622874,647,9,5,44,24,5,27,26
KIGBS5263O,8653888258,447,11,7,227,56,1,18,10
BCMSU6075C,8965732221,795,8,4,77,53,4,21,11
FXRGV3078Y,8538374297,596,10,6,206,49,1,31,29
GSNBR4517F,7487351561,448,5,2,206,106,5,56,27
FUYGU6272L,7332826821,497,11,7,82,52,2,22,19
RPLWD3340G,6874683767,534,10,7,140,115,4,23,16
DFNSW1922P,6467268725,754,11,8,104,46,4,19,16
LHKKO5522Q,7153466277,628,3,0,231,68,2,4,4
AVHLO5288H,9445516693,609,14,10,185,156,4,29,8
UVFNY4826E,7276285883,535,8,4,226,168,5,56,44
JCMCS9209J,6455263742,755,9,6,173,113,5,23,18
EYHBA9388O,7421883431,685,6,2,158,27,3,37,26
TQIEG8341Q,9828363488,821,5,2,30,29,4,4,4
GOEZD2479X,6791755376,422,2,0,124,96,2,18,4
IQBTQ7523A,9719287783,711,12,8,130,106,1,27,4
OWXSF4105H,8551518959,533,2,0,152,78,2,19,9
TOEAX6068S,8528529728,489,5,1,165,38,4,38,34
ZKKNG4454B,9772795586,608,12,9,88,88,2,46,19
COIKC0454V,9262848795,456,5,2,79,49,4,24,12
WVLLH9092X,7927344275,812,5,1,115,68,3,6,4
YQYXV2992D,6884867476,625,8,4,116,21,4,23,15
TMKCE7203L,8331379516,716,8,4,170,71,2,26,22
EAVCH3837H,9982777633,772,2,0,112,46,3,14,13
PXMGV4599X,8257423546,643,5,2,212,146,2,30,19
IOXKX4463U,6387354443,430,8,4,169,59,5,5,5
KLRRH6724M,8768657525,630,6,3,158,107,4,49,10
IEMVQ9264P,6657273676,403,3,0,62,31,5,56,17
OSQVY8184R,8764625479,654,6,2,140,35,5,24,20
DTNDV9811X,9558464655,766,3,0,22,19,1,15,5
WRSYS4874A,7594847349,674,14,11,226,105,4,38,9
EKDAE8439D,8174364683,748,6,3,152,64,3,35,9
PFZBE7313H,8415627377,709,13,9,136,23,2,44,6
NQAJU2455A,8988834698,671,4,0,44,23,3,9,6
UWGIP4714G,7724748831,406,13,9,209,33,1,49,8
WNURA5860V,6452367788,739,13,10,141,47,1,32,27
GLJYC0251Q,9383464292,443,14,10,26,25,4,13,7
XJGVA8829U,6471393247,534,3,0,221,131,4,42,11
RXFME9502I,9122183881,775,10,7,65,28,2,4,4
HGPFB3414V,6569372824,695,5,1,123,92,3,25,7
KJECL9813K,7417972614,629,10,6,136,54,3,59,19
XEBHL2079J,6376135778,621,11,7,208,43,3,17,13
NQSRU0888H,9867218785,621,13,9,213,138,1,36,19
VELYB7169C,7887261888,739,9,5,138,100,4,40,15
NZPHY5273B,8754414647,488,11,7,218,165,5,50,21
EEIKA2504Z,9857956219,594,7,3,124,21,4,39,7
FLGQZ5089T,7397943234,588,9,5,53,52,3,54,41
OUGWL0362V,6995687262,763,12,8,29,28,3,7,6
UGDGZ1387J,9287822444,595,12,9,175,29,2,56,55
CMAQL5655M,9374171383,834,12,9,65,49,2,21,10
OSKOR3298W,7374626969,589,6,2,192,79,4,5,4
