acnumber,custid,first_name,last_name,branch_city,account_status,account_typeaccount_activation_date,account_balance,phone,kyc_status,tri_monthly_avg_balance
A00035,C00035,Silas,Fuller,Gilgit,SUSPENDED,DMAT,08-03-2009,30476,7467886588,N,7555
A01006,C01006,Madelyn,Hilton,Bakersfield,SUSPENDED,DMAT,06-03-2009,40474,8884516383,N,9769
A00047,C00047,Unity,Mcknight,Gasteiz,ACTIVE,CURRENT,12-02-2009,41926,6768468295,N,2105
A00709,C00709,Sabrina,Morris,Kansas City,ACTIVE,CURRENT,30-01-2009,35197,6938824413,Y,2454
A01028,C01028,Ryan,Taylor,San Bernardino,ACTIVE,CURRENT,22-01-2009,45425,9568985328,Y,1561
A00090,C00090,Phyllis,Edwards,Bagh,SUSPENDED,DMAT,20-01-2009,38522,7422362555,Y,1907
A00960,C00960,Bob,Bright,Fayetteville,ACTIVE,CURRENT,06-01-2009,37313,8813372552,Y,6238
A01082,C01082,Jacob,Bell,Lyon,ACTIVE,CURRENT,30-12-2008,25555,9772795586,N,8904
A00662,C00662,Ramon,Powell,Pittsburgh,SUSPENDED,DMAT,26-12-2008,46123,7524288482,Y,5288
A00411,C00411,Emerald,Serrano,Bad Ischl,INACTIVE,SAVINGS,20-12-2008,26885,8741867548,N,8473
A01181,C01181,Erica,Jefferson,Hayward,ACTIVE,CURRENT,16-12-2008,16939,8852699634,Y,8929
A01113,C01113,Audrey,Allington,Jacksonville,INACTIVE,SAVINGS,11-12-2008,40989,6721312386,Y,6264
A00591,C00591,Roger,Partridge,Fayetteville,ACTIVE,CURRENT,07-12-2008,32267,7252578926,N,9775
A00056,C00056,Keane,Pollard,Gillette,ACTIVE,CURRENT,03-12-2008,41954,7872845258,N,1927
A00277,C00277,Gwendolyn,Freeman,Kuşadası,SUSPENDED,DMAT,30-11-2008,30640,6848928238,Y,7406
A01467,C01467,Ruth,Morris,San Bernardino,ACTIVE,CURRENT,22-11-2008,15056,8326585193,Y,7678
A01253,C01253,Georgia,Seymour,Berna,ACTIVE,CURRENT,08-11-2008,17032,9731614874,Y,1669
A00955,C00955,Madelyn,Richardson,Miami,INACTIVE,SAVINGS,07-11-2008,40720,9749637851,N,2991
A00116,C00116,Clarke,Freeman,Konin,SUSPENDED,DMAT,16-10-2008,38296,8737429466,N,4419
A00051,C00051,Sophia,Walls,Pamplona,INACTIVE,SAVINGS,02-10-2008,44884,6628272789,N,7186
A01374,C01374,Doug,Potter,Stockton,SUSPENDED,DMAT,30-09-2008,31318,7634647281,N,2519
A01382,C01382,Naomi,Pierce,Cincinnati,INACTIVE,SAVINGS,29-09-2008,33019,9558447387,N,4768
A00919,C00919,Brad,Norris,Atlanta,INACTIVE,SAVINGS,25-09-2008,43170,9113371385,N,6928
A00512,C00512,Mason,Milner,San Bernardino,ACTIVE,CURRENT,14-09-2008,31493,7339543388,N,5779
A00433,C00433,Eagan,Burks,Cork,ACTIVE,CURRENT,06-09-2008,20936,6646419522,Y,2321
A01305,C01305,Mike,Noon,Charlotte,ACTIVE,CURRENT,30-08-2008,49606,6352196546,N,6054
A01198,C01198,Matt,Quinton,Prague,ACTIVE,CURRENT,17-08-2008,17304,7631723265,N,7840
A00384,C00384,Hilda,Mcpherson,Pereira,INACTIVE,SAVINGS,12-08-2008,37811,8755763274,N,6049
A01002,C01002,Emma,Rowlands,Orlando,ACTIVE,CURRENT,21-06-2008,20543,6285938256,N,6293
A01335,C01335,Martin,Vaughan,Indianapolis,INACTIVE,SAVINGS,16-06-2008,23949,6277344578,Y,5206
A01022,C01022,Chanelle,Reading,Madrid,INACTIVE,SAVINGS,09-06-2008,32349,6467268725,N,6440
A00610,C00610,Aeris,Rixon,Escondido,ACTIVE,CURRENT,25-05-2008,38438,6322662988,Y,1874
A00654,C00654,Sebastian,Pratt,San Francisco,ACTIVE,CURRENT,07-05-2008,25203,9841738285,Y,2591
A00119,C00119,Amir,Lawrence,Kraków,ACTIVE,CURRENT,03-05-2008,22975,9187155358,N,5209
A01478,C01478,Jamie,Bradshaw,Chicago,ACTIVE,CURRENT,03-05-2008,48556,7317413328,N,7657
A00214,C00214,Gregory,Bryan,Cajamarca,SUSPENDED,DMAT,28-04-2008,23633,6427645584,Y,8396
A00133,C00133,Alden,Potter,Pisa,SUSPENDED,DMAT,29-03-2008,24174,8715743257,Y,5949
A00677,C00677,Matt,Egerton,Baltimore,INACTIVE,SAVINGS,23-02-2008,36100,9325876392,Y,3452
A00064,C00064,Maris,Callahan,Traun,ACTIVE,CURRENT,08-02-2008,21605,7677127846,N,4214
A00632,C00632,Martha,Rose,Milwaukee,INACTIVE,SAVINGS,08-02-2008,30721,9558464655,N,4907
A00391,C00391,Gil,Anthony,Germersheim,INACTIVE,SAVINGS,03-02-2008,49555,8642363357,N,3744
A00253,C00253,Aiko,Hurst,Gdańsk,ACTIVE,CURRENT,10-01-2008,17128,6812278853,Y,4824
A01295,C01295,Hank,Kaur,Fort Lauderdale,SUSPENDED,DMAT,09-01-2008,46455,8724923996,Y,5259
A00570,C00570,Camden,Yard,Norfolk,SUSPENDED,DMAT,29-11-2007,28882,8716189535,Y,4386
A01053,C01053,Elijah,Malone,Laredo,SUSPENDED,DMAT,15-11-2007,42429,9346687335,Y,4659
A00785,C00785,Alex,Bristow,Albuquerque,INACTIVE,SAVINGS,06-11-2007,42453,9433894868,Y,5273
A01408,C01408,Wendy,Hooper,Albuquerque,INACTIVE,SAVINGS,05-11-2007,37291,7675644253,Y,5436
A00189,C00189,Cruz,Melendez,Houthalen-Helchteren,SUSPENDED,DMAT,03-11-2007,21524,8553347758,Y,4029
A01111,C01111,Benjamin,Morgan,Huntsville,INACTIVE,SAVINGS,30-10-2007,22171,6776442186,N,7750
A00060,C00060,Yuli,Gibson,Silvassa,INACTIVE,SAVINGS,25-10-2007,31324,6348464358,N,7974
A00921,C00921,Danny,Tennant,Berlin,SUSPENDED,DMAT,15-10-2007,27220,6249817458,Y,6159
A01024,C01024,George,Wright,Oakland,SUSPENDED,DMAT,30-09-2007,48140,9581674332,Y,5944
A01274,C01274,Bart,Vollans,St. Louis,INACTIVE,SAVINGS,25-09-2007,20467,7146497377,N,5403
A00058,C00058,Whoopi,Dixon,Vienna,INACTIVE,SAVINGS,14-08-2007,17026,8738778585,Y,5805
A00427,C00427,Lance,Flores,Flin Flon,INACTIVE,SAVINGS,22-06-2007,32080,9583238754,N,4072
A00896,C00896,Celia,Huggins,Venice,SUSPENDED,DMAT,09-06-2007,38377,9929334356,N,9071
A00126,C00126,Alexa,Henderson,Thurso,SUSPENDED,DMAT,07-06-2007,22131,7652751245,Y,6052
A01133,C01133,Brad,Shea,Berlin,SUSPENDED,DMAT,04-06-2007,40502,8638944838,Y,6291
A01380,C01380,Ronald,Murray,Rochester,INACTIVE,SAVINGS,04-06-2007,31790,6825713685,Y,6985
A00239,C00239,Renee,Ware,Mukachevo,INACTIVE,SAVINGS,24-05-2007,34793,6933473367,N,6193
A00343,C00343,Nero,Blevins,Wetaskiwin,ACTIVE,CURRENT,20-05-2007,45276,9288747418,N,6171
A00627,C00627,Erin,Rogers,Murfreesboro,ACTIVE,CURRENT,18-05-2007,15340,6466383583,N,7502
A00548,C00548,Harvey,Power,Henderson,ACTIVE,CURRENT,17-04-2007,36015,6434943822,N,4432
A00942,C00942,Chris,Uddin,San Antonio,ACTIVE,CURRENT,12-04-2007,37525,6317813566,Y,3178
A00429,C00429,Tyrone,Conrad,Kemerovo,INACTIVE,SAVINGS,04-04-2007,27379,9848728525,Y,9877
A00809,C00809,Henry,Johnson,Venice,ACTIVE,CURRENT,02-04-2007,31255,9383995551,Y,3550
A00246,C00246,Tamara,Bennett,Bismil,ACTIVE,CURRENT,25-03-2007,46149,6331837737,Y,5810
A00136,C00136,Eagan,Ballard,Kirov,ACTIVE,CURRENT,20-02-2007,25674,8619328283,N,5541
A01156,C01156,Naomi,Miller,Oklahoma City,INACTIVE,SAVINGS,15-02-2007,19196,7796622884,Y,3543
A00808,C00808,Ally,Douglas,Indianapolis,ACTIVE,CURRENT,14-02-2007,43549,6548247449,N,8139
A00683,C00683,Lexi,Edwards,Berna,ACTIVE,CURRENT,06-02-2007,37008,9755886687,N,9207
A00336,C00336,Bevis,Glover,Habay-la-Neuve,ACTIVE,CURRENT,28-01-2007,41962,6527962294,N,2880
A00737,C00737,Danielle,Harrison,Moreno Valley,ACTIVE,CURRENT,15-01-2007,25402,6661387734,Y,8390
A00780,C00780,Priscilla,Marshall,Jacksonville,ACTIVE,CURRENT,30-12-2006,27715,6967335152,N,8760
A00820,C00820,Adina,Steer,Glendale,INACTIVE,SAVINGS,30-12-2006,15457,7748793588,N,2912
A00530,C00530,Bob,Weldon,Zurich,ACTIVE,CURRENT,25-12-2006,17082,9361483354,Y,4390
A00887,C00887,Cristal,Thomas,Rochester,SUSPENDED,DMAT,22-12-2006,15387,9543355817,N,9885
A00361,C00361,Logan,Brown,Galway,ACTIVE,CURRENT,06-12-2006,17869,6844846872,Y,1943
A01167,C01167,Maia,Pearson,Salt Lake City,INACTIVE,SAVINGS,20-11-2006,48687,6287392657,N,8423
A00085,C00085,Indigo,Barrera,Seogwipo,INACTIVE,SAVINGS,13-11-2006,48630,6684258575,Y,6965
A00335,C00335,Devin,Galloway,Canberra,ACTIVE,CURRENT,01-11-2006,31060,7865187395,N,7874
A00142,C00142,Teegan,Ayala,Newtown,SUSPENDED,DMAT,16-10-2006,19452,6867658822,Y,4596
A00183,C00183,Heidi,Berry,Guápiles,ACTIVE,CURRENT,13-10-2006,19368,9789767246,N,5007
A00345,C00345,Kai,Wolf,Lipetsk,ACTIVE,CURRENT,25-09-2006,48213,6542352752,Y,5492
A00478,C00478,Lucius,Stanley,Gölcük,ACTIVE,CURRENT,22-09-2006,22630,8265334544,Y,4666
A00844,C00844,Lara,Taylor,Oklahoma City,ACTIVE,CURRENT,29-08-2006,28788,9577539625,N,4846
A00818,C00818,Owen,Vernon,Berna,ACTIVE,CURRENT,08-08-2006,40467,7688347761,Y,1800
A00446,C00446,Keely,Blair,Durban,INACTIVE,SAVINGS,23-07-2006,27393,7575157375,Y,3455
A00968,C00968,Noah,Hunter,Anaheim,ACTIVE,CURRENT,29-06-2006,46688,9247355377,Y,4155
A01017,C01017,Noah,Healy,Tokyo,SUSPENDED,DMAT,26-06-2006,38679,8674335322,Y,4218
A01090,C01090,Wade,Talbot,Berlin,ACTIVE,CURRENT,07-06-2006,48991,7632864449,N,2853
A01138,C01138,Rocco,Brock,Sacramento,INACTIVE,SAVINGS,29-05-2006,36867,9442395954,N,2270
A01393,C01393,Ramon,Cowan,Louisville,SUSPENDED,DMAT,25-05-2006,23668,7956363235,N,3538
A01155,C01155,Emmanuelle,Shaw,San Jose,ACTIVE,CURRENT,12-05-2006,38079,8732292364,N,6537
A00636,C00636,Julia,Knight,Valetta,ACTIVE,CURRENT,18-04-2006,18397,9386897618,N,1242
A01021,C01021,Michael,Willson,Milano,INACTIVE,SAVINGS,25-02-2006,16627,6238675723,Y,3547
A00933,C00933,Bernadette,Davies,Berna,ACTIVE,CURRENT,20-02-2006,29644,8653814766,Y,7428
A01449,C01449,Melody,Widdows,Lyon,ACTIVE,CURRENT,19-02-2006,33785,7887261888,N,4242
A00871,C00871,Olivia,Robe,Milwaukee,ACTIVE,CURRENT,11-02-2006,25160,6323734643,N,1508
A00011,C00011,Audrey,Bonner,Liaoning,ACTIVE,CURRENT,08-02-2006,49888,9226334845,N,4625
A01496,C01496,Domenic,Olivier,St. Louis,ACTIVE,CURRENT,04-02-2006,22554,9273171758,Y,4311
A00647,C00647,Charlotte,Benson,Wien,ACTIVE,CURRENT,03-02-2006,49683,7534547563,N,5311
A00802,C00802,Benjamin,Adams,Tallahassee,INACTIVE,SAVINGS,03-02-2006,49782,7654923854,Y,6703
A00812,C00812,Rosalyn,Cassidy,Honolulu,INACTIVE,SAVINGS,29-01-2006,25808,9728875844,N,4092
A00304,C00304,Cailin,Hill,Cork,SUSPENDED,DMAT,26-01-2006,32540,9529632974,N,1204
A00190,C00190,Ciara,Sharp,Galway,ACTIVE,CURRENT,25-01-2006,38304,8231565352,Y,8447
A00661,C00661,Caleb,Wilcox,Venice,SUSPENDED,DMAT,02-01-2006,44801,6552843352,Y,8202
A00782,C00782,Abdul,Lane,Bridgeport,ACTIVE,CURRENT,29-12-2005,37086,9241225852,Y,6305
A00580,C00580,Carrie,Graham,Toledo,SUSPENDED,DMAT,13-12-2005,26117,8359372297,N,7672
A00374,C00374,Willow,Potts,Farsund,INACTIVE,SAVINGS,22-11-2005,32236,7289559887,Y,9743
A00461,C00461,Omar,Mathews,Andong,ACTIVE,CURRENT,11-11-2005,41092,9252743832,Y,4541
A01232,C01232,Raquel,Groves,Santa Ana,SUSPENDED,DMAT,06-11-2005,45405,7587237142,Y,1322
A00950,C00950,Matt,Oswald,Fullerton,ACTIVE,CURRENT,14-10-2005,23249,6455263742,N,7918
A00622,C00622,Francesca,Sinclair,Detroit,INACTIVE,SAVINGS,18-09-2005,24664,7728544387,Y,6436
A00108,C00108,Allen,Owens,Kruibeke,SUSPENDED,DMAT,04-09-2005,42126,9443345753,N,6859
A00976,C00976,Alexa,Janes,Honolulu,SUSPENDED,DMAT,20-08-2005,39695,7619423852,Y,5810
A01334,C01334,Carla,Hobbs,Milwaukee,ACTIVE,CURRENT,07-08-2005,15670,6476486136,N,9339
A00720,C00720,David,Mcgee,Hollywood,INACTIVE,SAVINGS,30-07-2005,18172,8365582828,N,2111
A00313,C00313,Hiroko,Lucas,Yunnan,SUSPENDED,DMAT,23-07-2005,39804,6634649723,Y,4191
A01446,C01446,Kieth,Drew,Huntsville,SUSPENDED,DMAT,12-06-2005,24717,7566264621,N,4211
A01075,C01075,Maxwell,Tyler,Los Angeles,INACTIVE,SAVINGS,01-06-2005,48707,7264666841,N,2903
A00789,C00789,Rocco,Reynolds,Moreno Valley,ACTIVE,CURRENT,12-05-2005,30715,8536285135,Y,9822
A01262,C01262,Holly,Appleton,Hayward,ACTIVE,CURRENT,10-05-2005,41633,6162227497,N,9467
A00792,C00792,Chris,Lambert,Charlotte,INACTIVE,SAVINGS,12-04-2005,49063,8587426747,N,5844
A01141,C01141,Kamila,Webster,Berlin,SUSPENDED,DMAT,24-03-2005,20705,6458222356,Y,5119
A00575,C00575,George,Tait,Scottsdale,ACTIVE,CURRENT,16-03-2005,37634,8965732221,N,7532
A01117,C01117,Naomi,Walker,Hayward,ACTIVE,CURRENT,07-03-2005,48796,9348225636,Y,2286
A00532,C00532,Noemi,Reynolds,Toledo,INACTIVE,SAVINGS,21-02-2005,27996,7157536842,N,5079
A00113,C00113,Graham,Ford,Thatta,INACTIVE,SAVINGS,17-02-2005,15997,9444974817,Y,8963
A01120,C01120,Violet,Uddin,Indianapolis,INACTIVE,SAVINGS,11-02-2005,33624,7474536652,Y,1265
A00750,C00750,Marvin,Doherty,Saint Paul,SUSPENDED,DMAT,02-02-2005,33230,7945355446,Y,4480
A00851,C00851,Daniel,Stevenson,Toledo,SUSPENDED,DMAT,28-01-2005,24856,6767144366,N,6241
A01443,C01443,Audrey,Hill,Honolulu,INACTIVE,SAVINGS,22-01-2005,38704,6743438768,Y,3596
A00681,C00681,Michael,Newman,Jersey City,ACTIVE,CURRENT,10-01-2005,45693,8276263882,Y,5251
A00120,C00120,Denise,Wynn,Clementi,ACTIVE,CURRENT,09-01-2005,33190,9518744654,N,2402
A00066,C00066,Mikayla,Dean,Burin,ACTIVE,CURRENT,30-12-2004,24100,9454148947,Y,2269
A00655,C00655,Ada,Judd,Houston,ACTIVE,CURRENT,20-12-2004,28853,8796527333,N,5381
A01045,C01045,Payton,Stanley,Chicago,ACTIVE,CURRENT,10-12-2004,45850,8118679325,Y,5568
A00063,C00063,Britanni,Hunter,Burns Lake,SUSPENDED,DMAT,30-11-2004,46535,8418834757,N,6217
A00290,C00290,Dieter,Benton,Liberia,ACTIVE,CURRENT,30-11-2004,36197,7749977337,Y,7043
A00928,C00928,Fred,Wooldridge,Quebec,INACTIVE,SAVINGS,30-10-2004,22545,9936836324,N,6845
A00105,C00105,Ciaran,Benjamin,Otukpo,INACTIVE,SAVINGS,07-10-2004,18690,6269727642,Y,3473
A01225,C01225,Wendy,Morgan,Sacramento,ACTIVE,CURRENT,22-09-2004,18033,6341156756,Y,5686
A00823,C00823,Gil,Chadwick,Bucharest,SUSPENDED,DMAT,07-09-2004,44039,6725864661,N,4559
A00286,C00286,Marsden,Shannon,Malaybalay,SUSPENDED,DMAT,02-09-2004,27941,6458881556,Y,3022
A00248,C00248,Dalton,Goodman,Iquitos,INACTIVE,SAVINGS,29-08-2004,30420,7258353568,N,9855
A01399,C01399,Sonya,Vince,Lincoln,INACTIVE,SAVINGS,28-08-2004,34416,7745722473,Y,9002
A00773,C00773,Aurelia,Owen,San Bernardino,ACTIVE,CURRENT,24-08-2004,22202,6795523719,Y,9286
A00560,C00560,Sonya,Noach,Otawa,INACTIVE,SAVINGS,05-08-2004,48726,9941943846,N,2019
A00753,C00753,Rae,Nobbs,Milwaukee,ACTIVE,CURRENT,30-07-2004,15698,7744727547,Y,7746
A00423,C00423,Yolanda,Rivas,Worcester,SUSPENDED,DMAT,20-07-2004,24040,7366784873,N,3353
A00598,C00598,Matt,Ashley,Bridgeport,SUSPENDED,DMAT,16-07-2004,37607,8461625558,Y,1132
A00034,C00034,Chloe,Waters,Bautzen,SUSPENDED,DMAT,05-07-2004,25849,6654735893,Y,5435
A01389,C01389,Jack,Hamilton,Berna,INACTIVE,SAVINGS,11-06-2004,27983,8456438566,N,3613
A00471,C00471,Pandora,Kaufman,Ghanche,ACTIVE,CURRENT,20-05-2004,26831,8988834698,N,2873
A00758,C00758,Roger,Tennant,Fullerton,INACTIVE,SAVINGS,07-05-2004,26338,7833545542,Y,8831
A00321,C00321,Trevor,Zamora,Sperlinga,INACTIVE,SAVINGS,02-05-2004,16924,8395233471,Y,9449
A00713,C00713,Maxwell,Gilmore,Salem,INACTIVE,SAVINGS,30-04-2004,46640,7353544225,Y,7779
A00371,C00371,Tatum,Combs,Tilburg,ACTIVE,CURRENT,23-04-2004,36376,6525323247,N,6684
A01325,C01325,Tyler,Mullins,Milano,ACTIVE,CURRENT,16-04-2004,20164,7477966636,N,4220
A00774,C00774,Margaret,Selby,Berlin,INACTIVE,SAVINGS,21-03-2004,22148,8577487553,Y,2744
A01429,C01429,Barry,Middleton,Bellevue,SUSPENDED,DMAT,19-03-2004,27505,8553497736,N,2269
A01148,C01148,Ethan,Lee,Milano,INACTIVE,SAVINGS,13-03-2004,42503,9516326243,Y,5658
A01462,C01462,Claire,Kelly,Valetta,INACTIVE,SAVINGS,12-03-2004,26244,8893661642,N,1533
A00424,C00424,Colby,Harper,Ballarat,ACTIVE,CURRENT,23-01-2004,45067,7468872851,N,8799
A00772,C00772,Ryan,Thomson,Bucharest,ACTIVE,CURRENT,18-01-2004,41362,6343276382,N,1001
A00907,C00907,Carolyn,Latham,Wien,ACTIVE,CURRENT,12-01-2004,28345,6452367788,N,8132
A00619,C00619,Ryan,Crawford,Paris,ACTIVE,CURRENT,28-12-2003,33635,7848278623,N,3488
A00332,C00332,Quemby,Wiggins,Antuco,SUSPENDED,DMAT,10-11-2003,23452,8441545892,N,1189
A00726,C00726,Martin,Tait,Tallahassee,ACTIVE,CURRENT,30-10-2003,36837,8423931843,Y,4353
A01096,C01096,Kurt,Alcroft,Arlington,SUSPENDED,DMAT,27-10-2003,31142,8253233823,Y,8713
A00660,C00660,Tyson,Larsen,Amarillo,SUSPENDED,DMAT,10-10-2003,32357,9585675782,N,1375
A01107,C01107,Percy,Rigg,Boston,SUSPENDED,DMAT,07-10-2003,30484,6891865127,N,5648
A00349,C00349,Bradley,Dillard,Meerdonk,SUSPENDED,DMAT,05-10-2003,43755,8348544788,Y,1925
A00179,C00179,Tamekah,Mathews,Leirvik,SUSPENDED,DMAT,30-09-2003,34809,9585334687,N,8237
A01436,C01436,Rylee,Silva,Lakewood,INACTIVE,SAVINGS,23-09-2003,32306,8843541694,Y,4667
A00938,C00938,Rick,Wilde,Stockton,INACTIVE,SAVINGS,12-09-2003,16411,9538215658,Y,1580
A01350,C01350,Lynn,Dallas,New Orleans,ACTIVE,CURRENT,11-09-2003,33528,9465126953,N,3775
A00421,C00421,Gannon,Dunn,Duque de Caxias,SUSPENDED,DMAT,03-09-2003,38305,9475756187,Y,3336
A01352,C01352,Gabriel,Stubbs,New York,ACTIVE,CURRENT,03-09-2003,42628,6331747376,Y,3993
A01243,C01243,Manuel,Gaynor,Berlin,ACTIVE,CURRENT,25-08-2003,23648,6373951255,N,2392
A00007,C00007,Devin,Maxwell,Nova Iguaçu,SUSPENDED,DMAT,13-08-2003,26390,7757257295,N,3370
A00529,C00529,Makena,Crawford,Santa Ana,ACTIVE,CURRENT,23-07-2003,15767,7324462866,Y,9941
A01191,C01191,Boris,Eastwood,Seattle,ACTIVE,CURRENT,17-07-2003,37766,7248865328,N,1065
A01215,C01215,Ramon,Denton,New Orleans,SUSPENDED,DMAT,16-07-2003,30844,7417972614,N,9845
A00220,C00220,Clare,Sanders,Gravataí,INACTIVE,SAVINGS,25-06-2003,40823,6584274688,N,2632
A00984,C00984,Elisabeth,Corbett,Fayetteville,SUSPENDED,DMAT,20-06-2003,25573,6283623224,Y,2375
A00914,C00914,Rufus,Mullins,Salem,SUSPENDED,DMAT,15-06-2003,46805,6161347156,Y,3832
A01250,C01250,Bryon,Lane,Lakewood,SUSPENDED,DMAT,12-06-2003,16972,8528529728,N,6997
A00036,C00036,Hiram,Mosley,Mitú,SUSPENDED,DMAT,09-06-2003,28141,8717155427,N,7999
A00426,C00426,Ciaran,Chaney,Palmilla,ACTIVE,CURRENT,28-05-2003,17827,6375382578,Y,3435
A00458,C00458,Clark,Coffey,Borås,SUSPENDED,DMAT,16-05-2003,20634,8445863334,Y,9468
A00949,C00949,Eduardo,May,San Jose,SUSPENDED,DMAT,29-04-2003,40426,9883831183,Y,9293
A01234,C01234,Hadley,Mccall,Cincinnati,ACTIVE,CURRENT,23-04-2003,29624,7553776487,N,9978
A01221,C01221,Hank,Rose,Murfreesboro,INACTIVE,SAVINGS,20-04-2003,38036,8182594794,Y,7212
A00701,C00701,Bob,Ogilvy,Oklahoma City,ACTIVE,CURRENT,12-04-2003,46534,8284129713,Y,2177
A01230,C01230,Marigold,Forester,Albuquerque,INACTIVE,SAVINGS,12-04-2003,36086,7322742784,N,3677
A01255,C01255,Chris,Harrison,Miami,INACTIVE,SAVINGS,05-04-2003,38647,7474349795,N,9869
A01033,C01033,Lynn,Broomfield,Lancaster,SUSPENDED,DMAT,23-03-2003,17621,8421347592,Y,9627
A00600,C00600,Tom,Vollans,Huntsville,ACTIVE,CURRENT,19-03-2003,48472,6527623568,N,9451
A00147,C00147,Odette,Cross,Biała Podlaska,ACTIVE,CURRENT,23-02-2003,30983,6455635288,N,2273
A00964,C00964,Roger,Bullock,Rome,INACTIVE,SAVINGS,10-02-2003,16817,7263285424,Y,8496
A00607,C00607,Colleen,Lindop,Escondido,SUSPENDED,DMAT,02-02-2003,30945,8439227675,N,3020
A00271,C00271,Cairo,Berg,Tocopilla,ACTIVE,CURRENT,19-01-2003,33789,8523368248,N,8122
A01036,C01036,Julia,Rodwell,Salem,ACTIVE,CURRENT,05-01-2003,23396,8679246998,Y,1558
A01271,C01271,Rocco,Selby,Phoenix,ACTIVE,CURRENT,03-01-2003,17365,7261356672,Y,9458
A00203,C00203,Dominic,Mcclure,Katsina,INACTIVE,SAVINGS,25-12-2002,45072,7788785534,N,7510
A00702,C00702,Rick,Randall,Seattle,INACTIVE,SAVINGS,20-12-2002,47551,9686646477,Y,5698
A00029,C00029,Blaze,Wood,Ormoc,ACTIVE,CURRENT,19-12-2002,40264,8678555793,Y,8012
A00505,C00505,Meredith,Anderson,Detroit,INACTIVE,SAVINGS,10-12-2002,36025,7698287653,Y,1069
A00157,C00157,Seth,Sanford,Pleiku,INACTIVE,SAVINGS,28-11-2002,46169,9666473772,Y,1319
A00577,C00577,Eduardo,Collins,San Diego,INACTIVE,SAVINGS,16-11-2002,18328,7577652262,Y,2230
A00163,C00163,Kaseem,Garcia,Olsztyn,ACTIVE,CURRENT,04-11-2002,32849,9274865242,N,1115
A01401,C01401,Adelaide,Buckley,Hayward,SUSPENDED,DMAT,25-09-2002,25722,6732129529,N,2400
A00155,C00155,Kiayada,Knight,Woking,ACTIVE,CURRENT,19-09-2002,23491,6496654383,N,7812
A00465,C00465,Emmanuel,Reynolds,San Pablo,INACTIVE,SAVINGS,17-09-2002,24689,9427778938,Y,8682
A01038,C01038,Denis,Cobb,Memphis,ACTIVE,CURRENT,12-09-2002,44674,6968562311,N,4701
A00876,C00876,Logan,Herbert,Hollywood,SUSPENDED,DMAT,28-08-2002,36395,6162218878,N,4068
A00473,C00473,Basil,Love,Palmerston,INACTIVE,SAVINGS,20-08-2002,29050,7176722259,Y,1706
A01128,C01128,Owen,Watson,Toledo,ACTIVE,CURRENT,12-08-2002,16611,6358975842,Y,7584
A00682,C00682,Isabel,Ballard,Hayward,ACTIVE,CURRENT,07-07-2002,48078,8553813874,Y,7412
A00888,C00888,Luke,Lewis,Hollywood,ACTIVE,CURRENT,02-07-2002,19102,9214563762,N,1907
A01197,C01197,Daniel,Wellington,Louisville,SUSPENDED,DMAT,13-06-2002,40370,9512794382,Y,9584
A00974,C00974,Scarlett,Becker,Miami,SUSPENDED,DMAT,15-05-2002,15275,8642498797,N,7903
A01158,C01158,Jocelyn,Butler,Rome,INACTIVE,SAVINGS,09-05-2002,15245,7248846172,N,7751
A00589,C00589,Marigold,Utterson,Rochester,SUSPENDED,DMAT,29-04-2002,15579,6717812382,Y,3573
A00712,C00712,Carl,Abbot,Arlington,INACTIVE,SAVINGS,28-04-2002,17360,7655585315,N,5263
A01227,C01227,Daphne,Santos,Richmond,ACTIVE,CURRENT,09-04-2002,22066,6423377777,N,8571
A01406,C01406,Daron,Addis,Portland,ACTIVE,CURRENT,24-03-2002,49269,6733641374,N,5962
A00518,C00518,Ronald,Bullock,Columbus,SUSPENDED,DMAT,19-02-2002,23088,8774783218,Y,6261
A00604,C00604,Gemma,Lane,Jacksonville,INACTIVE,SAVINGS,16-01-2002,25288,8978363863,N,4980
A01452,C01452,Jacqueline,Mason,Kansas City,INACTIVE,SAVINGS,29-12-2001,27190,7857782741,Y,5626
A00061,C00061,Jesse,Robertson,Santa Maria a Monte,SUSPENDED,DMAT,22-12-2001,21858,6321868582,Y,3582
A01083,C01083,Tania,Reid,Henderson,ACTIVE,CURRENT,20-12-2001,23657,8326222737,N,9570
A01331,C01331,Leslie,Fisher,Pittsburgh,SUSPENDED,DMAT,19-12-2001,23432,7555361652,Y,4634
A01101,C01101,Dakota,Varley,Charlotte,ACTIVE,CURRENT,17-12-2001,19704,9476751655,Y,5864
A00175,C00175,Cody,Curry,Novgorod,INACTIVE,SAVINGS,22-11-2001,15646,6888133444,N,7400
A01287,C01287,Ethan,Parker,Laredo,ACTIVE,CURRENT,11-11-2001,43373,9687123397,Y,8178
A00624,C00624,Ronald,Roscoe,Cincinnati,SUSPENDED,DMAT,17-10-2001,18668,7448151386,N,7413
A00180,C00180,Madeline,Mckay,Mjölby,SUSPENDED,DMAT,02-10-2001,28796,9494683285,N,5576
A01265,C01265,Matt,Silva,Escondido,INACTIVE,SAVINGS,30-09-2001,28496,8956637722,Y,8978
A00539,C00539,Naomi,Amstead,San Jose,ACTIVE,CURRENT,26-08-2001,43496,6585232388,N,5650
A00481,C00481,Delilah,Coffey,Phalaborwa,INACTIVE,SAVINGS,03-08-2001,33876,6886323617,Y,8588
